word,tf,pmi,info_ent
佛求,0.000109283750465,5.03148509096,0.356265222337
厉声高叫,0.000109283750465,5.92641979599,0.587131186562
躬身,0.000107366491685,5.4888361166,2.67874016018
心中暗,0.000105449232905,5.95877648474,1.50431129167
为证,0.000103531974125,6.01225824906,0.547916481313
祥光,0.000103531974125,5.81699229698,3.10209473368
干净,0.000101614715345,5.88199558546,2.96681023806
祥云,0.000101614715345,5.32488047594,3.12982267533
呵呵,0.000101614715345,7.41528121562,1.99765928409
半空中,0.000101614715345,5.24080814383,1.95801392906
吆喝,9.96974565645e-05,7.31673129216,3.14174037412
按落,9.96974565645e-05,6.17705283854,0.73438251821
且休,9.96974565645e-05,5.02156067598,2.64642652316
佛求经,9.96974565645e-05,6.25720504558,0.59448345984
宝杖,9.77801977844e-05,5.3648607925,3.05120269613
烦恼,9.77801977844e-05,7.41559586725,3.2691920482
孽畜,9.77801977844e-05,8.26239410235,2.12707893541
施礼,9.77801977844e-05,5.61162572871,1.24449482201
佛南无,9.77801977844e-05,5.85072727916,2.90670278662
惊动,9.58629390043e-05,5.0275692195,3.00332264723
泼猴,9.58629390043e-05,5.63994495725,1.48486836619
南海,9.58629390043e-05,5.16708549181,2.9431375039
火焰,9.39456802242e-05,5.67254758694,1.93428831469
嘴脸,9.39456802242e-05,5.87093026395,2.9334579469
员外,9.39456802242e-05,6.15529736012,2.56611073388
既如此,9.39456802242e-05,5.67589813198,0.591175298624
轻轻,9.20284214442e-05,6.28525830633,2.21351082769
猢狲,9.20284214442e-05,9.23197181816,2.18919761602
五百年,9.20284214442e-05,5.8739091941,1.25783777588
换关文,9.20284214442e-05,7.25472121738,0.101264817567
其实,9.01111626641e-05,6.07326149343,3.29011169116
哪吒,9.01111626641e-05,9.11560822916,2.69667696292
罗汉,9.01111626641e-05,6.42636078433,2.94876993114
倒换关文,9.01111626641e-05,6.77365971876,3.16784504052
金睛,8.8193903884e-05,5.27465009594,2.19065588532
直裰,8.62766451039e-05,7.47088197199,2.13938542635
传旨,8.62766451039e-05,5.99483650614,2.5343005931
相貌,8.62766451039e-05,5.75741776691,3.30968115981
母亲,8.62766451039e-05,5.8222233464,2.4316590989
比丘,8.62766451039e-05,7.70682690294,2.14789158287
拜佛求,8.62766451039e-05,6.39298406171,0.106565958828
观音菩萨,8.62766451039e-05,5.9587315015,2.78382943371
腰间,8.43593863238e-05,5.37121476641,2.88844492403
旨意,8.43593863238e-05,5.50742798858,2.76159890263
迎接,8.43593863238e-05,5.58409990454,2.61103418208
慈悲,8.43593863238e-05,7.61306496334,2.89560059557
赌斗,8.43593863238e-05,6.35748310644,2.81875829033
旁边,8.43593863238e-05,5.17752203667,1.9894125536
伏侍,8.43593863238e-05,6.6831762088,2.88019845518
花果山,8.43593863238e-05,5.50000088738,2.93391593653
口仙气,8.43593863238e-05,6.34539202733,0.516611190416
筋斗云,8.43593863238e-05,5.56671616027,1.90923359937
拜佛求经,8.43593863238e-05,6.39455472811,1.48333305665
利害,8.24421275437e-05,6.48609649596,2.81383072993
先锋,8.24421275437e-05,6.68471223275,2.81238472973
按落云,8.24421275437e-05,6.06981973794,0.220352331162
落云头,8.24421275437e-05,5.50573896953,0.188112927415
木叉,8.05248687636e-05,6.58074395292,3.09206217675
钵盂,8.05248687636e-05,8.60773421393,2.48483244555
牵马,8.05248687636e-05,5.06866703805,2.22816817653
皈依,8.05248687636e-05,7.07783938388,3.34158551511
害怕,8.05248687636e-05,5.40022711667,2.81172868753
驿丞,8.05248687636e-05,8.56349975763,2.86266124678
没奈何,8.05248687636e-05,6.01951186634,2.7992703984
十卷《,8.05248687636e-05,5.57719500159,2.16691110248
妈妈,7.86076099835e-05,8.06474768297,2.37947322025
狂风,7.86076099835e-05,5.74234246624,2.60955819399
天竺,7.86076099835e-05,5.52161047523,0.899309883085
必定,7.86076099835e-05,5.03038975727,2.6508488882
抽身,7.86076099835e-05,5.67604765869,1.95790960928
名字,7.86076099835e-05,5.14237319398,2.35313979929
施主,7.86076099835e-05,5.33037631067,1.78814190581
趁早,7.86076099835e-05,6.08540916859,2.63791494664
按落云头,7.86076099835e-05,5.54705840656,3.11084704396
慌忙,7.66903512035e-05,5.44752989696,3.03888458442
连忙,7.66903512035e-05,5.50695331743,3.01730842899
功曹,7.66903512035e-05,7.16946884584,1.9518757382
郡侯,7.66903512035e-05,8.69411882813,2.43925406734
启奏,7.66903512035e-05,7.21592659304,2.49561611906
时辰,7.66903512035e-05,5.27695500687,0.622158290134
暗想,7.66903512035e-05,5.00195529881,0.429055050475
乾坤,7.66903512035e-05,9.13480806971,3.3985393783
变变作,7.66903512035e-05,5.01020017103,0.762789782755
尽皆,7.47730924234e-05,5.49148640269,3.31503941519
咒》,7.47730924234e-05,6.47616360682,0.68709202738
滴泪,7.47730924234e-05,7.24765209098,1.38485925967
吹口,7.47730924234e-05,5.1687113653,0.119246926396
挑担,7.47730924234e-05,6.66517415176,1.86505000145
花园,7.47730924234e-05,5.58590482594,2.12245334645
呼呼,7.47730924234e-05,5.91753352621,2.28420514666
往西天取经,7.47730924234e-05,6.26367689385,2.09025528957
远近,7.28558336433e-05,5.18707929323,1.18636304221
山凹,7.28558336433e-05,5.41402203501,1.38926813807
找寻,7.28558336433e-05,6.05576717233,3.03528594941
名唤,7.28558336433e-05,5.01103719192,2.77991593552
急纵,7.28558336433e-05,5.17995414164,1.43726759844
箍儿咒,7.28558336433e-05,7.60191023439,0.765937336579
吹口仙气,7.28558336433e-05,6.85287930164,1.06314906255
计较,7.09385748632e-05,7.66556462561,3.04394857516
宝剑,7.09385748632e-05,5.37573046474,2.92471736914
元帅,7.09385748632e-05,6.93978812299,1.99769964241
蕉扇,7.09385748632e-05,7.01084687378,0.12425083739
件宝贝,7.09385748632e-05,5.83743751221,2.14255978847
牛魔王,7.09385748632e-05,5.35327552538,2.71218386936
奶奶,6.90213160831e-05,8.16721416695,2.31633927234
买卖,6.90213160831e-05,7.45815004962,2.59224254262
抖擞,6.90213160831e-05,8.43722629208,2.06716537658
芭蕉扇,6.90213160831e-05,6.99919625656,2.77726740931
倒在地,6.90213160831e-05,5.87842239609,2.82838743809
百年前,6.90213160831e-05,5.34439764552,0.214559155176
雷音寺,6.90213160831e-05,6.82729685838,1.91201869734
战战兢兢,6.90213160831e-05,6.13956974529,2.73633905111
西天拜佛,6.90213160831e-05,6.45530977053,1.10327776481
现了本相,6.90213160831e-05,6.14666003951,3.16936783016
称谢,6.7104057303e-05,5.48400306532,1.98569882428
万岁,6.7104057303e-05,5.33505191353,2.08983687973
婆婆,6.7104057303e-05,6.49598659557,2.37207441107
》一部,6.7104057303e-05,7.89366794104,0.129740694719
幌一幌,6.7104057303e-05,7.6627729798,2.45455490602
悄悄,6.51867985229e-05,7.95207893047,1.11876670159
渐渐,6.51867985229e-05,7.52103967807,2.96349157017
安歇,6.51867985229e-05,6.14813632692,2.73627696564
诀念,6.51867985229e-05,6.09196771817,1.05970345427
切莫,6.51867985229e-05,5.35791773827,3.14401060127
太宗,6.51867985229e-05,6.51019631349,2.85116554047
弼马,6.51867985229e-05,6.15664092851,0.13269142084
马温,6.51867985229e-05,5.47747998992,0.13269142084
古人云,6.51867985229e-05,6.04855424716,2.31736976879
南天门,6.51867985229e-05,5.80387420773,1.8116877762
水帘洞,6.51867985229e-05,6.28938202351,2.68603616066
五百年前,6.51867985229e-05,5.4413899115,1.71784528789
经》一部,6.51867985229e-05,6.38804004709,1.54022519657
城池,6.32695397429e-05,6.05987260161,2.46268314271
问讯,6.32695397429e-05,6.22371716473,2.01210064373
欠身,6.32695397429e-05,5.4395650676,2.30218128161
容易,6.32695397429e-05,7.19342957764,2.88486996333
交战,6.32695397429e-05,5.64709326019,1.97151321164
冲撞,6.32695397429e-05,6.73328302886,2.11172445474
睡觉,6.32695397429e-05,5.87231819215,2.95859089207
晦气,6.32695397429e-05,6.6358147964,2.75796429302
女婿,6.32695397429e-05,6.59500519627,2.28001016829
紧箍,6.32695397429e-05,5.74218607231,0.501146842394
供养,6.32695397429e-05,6.79238085605,3.17073311252
武艺,6.32695397429e-05,8.14994655317,2.91867959231
弼马温,6.32695397429e-05,8.8720812706,2.22566435211
人参果,6.32695397429e-05,5.16325908496,2.73478790782
天竺国,6.32695397429e-05,5.52161047523,2.64047315643
变即变,6.32695397429e-05,6.25175068849,0.955103307175
爬起,6.13522809628e-05,5.02429857063,0.641551848324
金銮,6.13522809628e-05,5.75593204022,0.645245670517
灵霄,6.13522809628e-05,6.43830577119,1.29180741381
荡荡,6.13522809628e-05,6.97372253899,2.32185600679
夯货,6.13522809628e-05,8.71609773485,1.54388175671
披挂,6.13522809628e-05,7.11812884976,2.327906105
部洲,6.13522809628e-05,7.33916725377,0.844912765561
李天王,6.13522809628e-05,5.50355772843,2.80710805928
报道大王,6.13522809628e-05,5.41394556974,2.5835099559
霎时,5.94350221827e-05,5.83950765448,2.26892493451
辛苦,5.94350221827e-05,6.90583479406,2.81888001151
猪羊,5.94350221827e-05,6.30273389418,2.93392560734
君臣,5.94350221827e-05,5.97386515207,2.78065616553
停当,5.94350221827e-05,5.08147468756,2.79883247443
阴阳,5.94350221827e-05,6.07722906668,2.99775670327
松林,5.94350221827e-05,5.73132894434,2.41640745506
寿星,5.94350221827e-05,5.52946607274,2.84355164737
借宿,5.94350221827e-05,6.50614766323,2.72944166564
入里面,5.94350221827e-05,5.4660142937,2.86359918445
满心欢喜,5.94350221827e-05,6.81897774996,2.07892116004
欢欢,5.75177634026e-05,5.44444823042,1.08822310383
禅堂,5.75177634026e-05,6.30471942816,2.78302822038
滚滚,5.75177634026e-05,6.21351202731,2.26860528563
净瓶,5.75177634026e-05,6.51476637556,2.93298425895
祸事,5.75177634026e-05,5.35486988465,1.72020254353
逃生,5.75177634026e-05,5.06501933931,2.93909926129
《紧,5.75177634026e-05,5.85379660832,0.325082973391
打扮,5.75177634026e-05,5.62252437388,1.76641235556
阎王,5.75177634026e-05,5.03355409918,2.77691321805
根毫毛,5.75177634026e-05,6.29768082633,0.995803479754
口仙气叫,5.75177634026e-05,5.59472083812,0.325082973391
箍儿咒》,5.75177634026e-05,7.76917003351,0.682869018673
身一变变作,5.75177634026e-05,5.89430122471,0.244930026795
莲花,5.56005046225e-05,5.66433245923,1.91262838318
粗细,5.56005046225e-05,6.29445328184,1.41181917932
官员,5.56005046225e-05,5.63598576219,2.36214283954
谢恩,5.56005046225e-05,5.32052209455,3.03267305316
胜负,5.56005046225e-05,6.89891963594,0.974563818435
尘埃,5.56005046225e-05,8.20176948053,1.59587135302
欣然,5.56005046225e-05,6.16676600048,2.8234169984
力大仙,5.56005046225e-05,5.77135101603,1.06589121321
十分欢喜,5.56005046225e-05,6.15701349684,2.52394574643
纷纷,5.36832458424e-05,7.99982813687,2.99529437006
顷刻,5.36832458424e-05,8.48347543958,1.63391076653
昼夜,5.36832458424e-05,6.88368336944,2.7689014346
祭赛,5.36832458424e-05,8.18615771506,2.52693272738
怠慢,5.36832458424e-05,7.98806090837,2.47183835722
百余,5.36832458424e-05,5.5672894726,1.78598822767
英雄,5.36832458424e-05,7.64372478483,2.66085642526
夫妻,5.36832458424e-05,7.04525905095,2.87758591056
院主,5.36832458424e-05,5.32286852284,2.19203046325
伽蓝,5.36832458424e-05,7.99149560212,1.92460568035
文牒,5.36832458424e-05,6.77605270525,1.71561276798
拽开,5.36832458424e-05,5.45028730725,0.657598949868
消息,5.36832458424e-05,6.4962043577,2.5334845156
按下云,5.36832458424e-05,6.00854891255,0.408697725074
紧箍儿,5.36832458424e-05,5.46234839973,0.306829153441
念个咒,5.36832458424e-05,6.89106347674,0.785819837322
临凡,5.17659870623e-05,6.88324773449,2.48691421029
努力,5.17659870623e-05,6.9172878767,2.96839189154
失色,5.17659870623e-05,5.5939417899,0.954707890557
钦差,5.17659870623e-05,6.71058091292,2.09453610614
疼痛,5.17659870623e-05,6.87441765504,2.31891656968
楼台,5.17659870623e-05,5.89422390612,2.6729115918
焚香,5.17659870623e-05,6.911141488,2.86570342035
石崖,5.17659870623e-05,5.38745784882,2.25023574375
玉皇,5.17659870623e-05,5.17166956347,2.67970603884
瑞气,5.17659870623e-05,5.97432889775,2.89766809506
强盗,5.17659870623e-05,7.15117065696,2.69229115268
油锅,5.17659870623e-05,7.09687462892,2.23657640633
勾当,5.17659870623e-05,6.1497332082,1.86940356314
苍蝇,5.17659870623e-05,8.73644632012,2.19143391054
惫懒,5.17659870623e-05,9.03271213626,2.64094691708
念《,5.17659870623e-05,5.09683791501,1.28720529426
止不住,5.17659870623e-05,6.0810398525,1.90853872463
火焰山,5.17659870623e-05,5.05165345408,2.72425582739
云端里,5.17659870623e-05,5.25388764189,1.10175621896
急回头,5.17659870623e-05,5.27960540891,2.94901233066
《紧箍,5.17659870623e-05,7.69327758011,0.348832095843
捻着诀,5.17659870623e-05,8.25933933235,1.01844730865
吹口仙气叫,5.17659870623e-05,5.63596379666,0.573516076097
朱紫,4.98487282823e-05,7.62048890241,0.484390116238
奉旨,4.98487282823e-05,5.59248710654,2.71518826301
善哉,4.98487282823e-05,6.42901682839,0.828741867081
爷呀,4.98487282823e-05,5.13465522468,0.163023629494
自幼,4.98487282823e-05,5.44950766232,2.42846826495
自己,4.98487282823e-05,6.1286686009,2.73531319161
挡住,4.98487282823e-05,5.45935163592,2.39088077193
钯筑,4.98487282823e-05,5.79902024369,1.72081903774
刺史,4.98487282823e-05,8.7990687023,2.52092159618
展开,4.98487282823e-05,5.2023324053,2.19028337026
丑陋,4.98487282823e-05,8.37712236801,2.50457457164
筵宴,4.98487282823e-05,7.5387931776,2.01020139998
败阵,4.98487282823e-05,6.14267199833,2.2581044308
盘缠,4.98487282823e-05,6.50433448378,2.75810048441
场好杀,4.98487282823e-05,7.12216400895,0.645033151676
罗刹女,4.98487282823e-05,5.56079283821,2.91805752608
金銮殿,4.98487282823e-05,6.11883753391,2.10589181742
流沙河,4.98487282823e-05,7.43726536119,2.73797555581
说得有理,4.98487282823e-05,5.39341725992,2.46760258229
紧箍儿咒,4.98487282823e-05,7.23216490416,0.484390116238
口仙气叫变,4.98487282823e-05,6.32571435009,0.357627159853
恕罪,4.79314695022e-05,7.34275234807,2.26492863627
火德,4.79314695022e-05,5.17145337063,1.75326868435
极乐,4.79314695022e-05,7.23099056337,2.35606242088
六丁,4.79314695022e-05,6.26134889708,0.970403168423
悚惧,4.79314695022e-05,8.42107425554,2.809783478
魂飞,4.79314695022e-05,5.72359875293,0.981102200702
适才,4.79314695022e-05,5.56579381745,2.37242320258
思量,4.79314695022e-05,6.65435577027,2.45221388535
蟠桃,4.79314695022e-05,8.14706940839,2.27619565931
拦住,4.79314695022e-05,5.36404145612,2.36616928245
虎皮,4.79314695022e-05,5.39982565661,1.44441904263
忽抬头,4.79314695022e-05,5.59468645555,1.92106488131
差往西,4.79314695022e-05,5.97850008682,0.366924991273
须臾间,4.79314695022e-05,5.74021019474,3.16342405042
爷爷呀,4.79314695022e-05,6.36293071154,0.334221146213
按下云头,4.79314695022e-05,5.48135777024,2.73340177781
山神土地,4.79314695022e-05,5.57067584505,2.52518660297
闻得此言,4.79314695022e-05,6.07180767044,2.75433170356
西天拜佛求,4.79314695022e-05,6.45530977053,0.167944147734
发怒,4.60142107221e-05,5.21967878266,2.75191596903
莲台,4.60142107221e-05,6.70627582745,2.10124354767
唿喇,4.60142107221e-05,8.51542703939,0.958232545079
九霄,4.60142107221e-05,6.13169568885,1.85958725793
九齿,4.60142107221e-05,6.29768082633,1.25505928048
黄袍,4.60142107221e-05,6.6367171112,2.19972559682
毛脸,4.60142107221e-05,5.26518237303,1.56722490918
年纪,4.60142107221e-05,6.24053446889,2.53214093403
护持,4.60142107221e-05,5.73980265829,2.75191596903
森森,4.60142107221e-05,7.96335845709,2.41950063182
荆棘,4.60142107221e-05,9.33778595143,2.73011396304
齐整,4.60142107221e-05,5.19052584815,2.4372099084
捉弄,4.60142107221e-05,5.19768061239,1.93150777605
侍立,4.60142107221e-05,5.94293047629,2.72722973516
算计,4.60142107221e-05,6.68265420639,2.23857008375
魄散,4.60142107221e-05,7.28198834372,1.21413681876
枪刀,4.60142107221e-05,5.6048592196,2.56810119309
几句,4.60142107221e-05,5.3643486286,2.5568271679
金山兜,4.60142107221e-05,6.07801553939,0.814644504905
小钻风,4.60142107221e-05,5.73043056482,2.45546089087
身一纵,4.60142107221e-05,5.54599453044,0.173205206749
骂道泼,4.60142107221e-05,6.07010267795,2.04703230614
《紧箍儿,4.60142107221e-05,5.50886841537,0.173205206749
五方揭谛,4.60142107221e-05,6.68456954886,2.10311884484
怎生是好,4.60142107221e-05,5.71221165957,1.98759431475
六甲,4.4096951942e-05,5.83312680185,0.800285333606
凡胎,4.4096951942e-05,6.68697307519,1.32554057064
胆战,4.4096951942e-05,5.36130333589,1.68574023128
难禁,4.4096951942e-05,5.58749217991,1.86812740188
美猴,4.4096951942e-05,5.41641671657,0.295439191872
报仇,4.4096951942e-05,6.16052151171,2.83412587656
伶俐,4.4096951942e-05,9.7973182808,1.46883782568
太监,4.4096951942e-05,6.23055563991,2.38148419213
施威,4.4096951942e-05,5.95978620633,2.54452173738
与他赌,4.4096951942e-05,5.5449325655,1.83902118126
雷公嘴,4.4096951942e-05,6.50906185353,1.45462925471
朱紫国,4.4096951942e-05,6.2143825542,2.54753136647
拽开步,4.4096951942e-05,7.41494423162,2.77385220868
纵筋斗,4.4096951942e-05,6.41112546039,1.06343958889
五庄观,4.4096951942e-05,6.68456954886,2.63055495364
云头径,4.4096951942e-05,5.14947354447,1.51490292259
将身一纵,4.4096951942e-05,5.72817620626,2.07213976275
闻言心中,4.4096951942e-05,5.44598658829,1.80149743268
心中暗想,4.4096951942e-05,5.99449456734,0.295439191872
教小的们,4.4096951942e-05,5.06800849341,2.60479540525
茶饭,4.21796931619e-05,5.40552367773,2.08282837254
龙床,4.21796931619e-05,5.42995585199,1.69640945269
窟窿,4.21796931619e-05,9.45104204409,1.26032366006
锦绣,4.21796931619e-05,6.48318927405,2.96501569326
馆驿,4.21796931619e-05,7.53291368982,2.47635401983
耍耍,4.21796931619e-05,6.22109689052,2.62616478647
各执,4.21796931619e-05,5.19924216384,2.04755929604
虎豹,4.21796931619e-05,6.69409609892,2.59923434952
玉兔,4.21796931619e-05,6.16187928517,2.04441286563
寺院,4.21796931619e-05,5.62825017239,2.22430049963
路程,4.21796931619e-05,5.14631797228,2.04309450033
胜败,4.21796931619e-05,5.89442775894,1.97935370685
摆列,4.21796931619e-05,6.1621273318,2.53936739988
紧闭,4.21796931619e-05,6.38520886569,2.06615109344
垂泪,4.21796931619e-05,6.68771168042,1.89209481696
举钯,4.21796931619e-05,5.09736526977,2.1105726761
南赡,4.21796931619e-05,7.15067670783,0.184907399168
之际,4.21796931619e-05,5.16554584562,2.43712464631
索战,4.21796931619e-05,5.19214809482,2.68917816652
分胜负,4.21796931619e-05,6.38407256063,0.184907399168
正说处,4.21796931619e-05,5.82484031575,2.09380894381
更时分,4.21796931619e-05,6.08780674448,1.50290451682
仔细观,4.21796931619e-05,5.30288703297,0.304636097349
容分说,4.21796931619e-05,5.45816478932,0.676525960493
洋大海,4.21796931619e-05,7.14116651783,0.755982915545
喜喜欢欢,4.21796931619e-05,6.81897774996,2.7759755531
念个咒语,4.21796931619e-05,6.96005634822,2.08282837254
差往西天,4.21796931619e-05,5.39377710372,1.13580480777
霞光,4.02624343818e-05,5.3004686521,2.62352175627
致令,4.02624343818e-05,6.553469535,2.84648038613
逍遥,4.02624343818e-05,8.65952738336,2.84648038613
无穷,4.02624343818e-05,5.11106008296,2.91249440333
卷帘,4.02624343818e-05,6.61571301932,1.4361220689
响亮,4.02624343818e-05,6.34615853932,0.932073887445
杨柳,4.02624343818e-05,7.80937645399,1.78848205673
伏虎,4.02624343818e-05,5.14349868651,1.45669664501
犀牛,4.02624343818e-05,7.1259479622,2.4383643049
所谓,4.02624343818e-05,7.03214615622,0.978172831115
昏君,4.02624343818e-05,5.5049936077,1.72246803954
饮酒,4.02624343818e-05,6.08462769505,2.91249440333
东洋,4.02624343818e-05,6.1049964825,0.953256252841
粉碎,4.02624343818e-05,7.04767134432,0.866059870249
男女,4.02624343818e-05,5.2766011707,2.30963253094
紧紧,4.02624343818e-05,5.10321737867,2.30963253094
伯钦,4.02624343818e-05,8.15429632741,2.58242431735
搭包,4.02624343818e-05,6.77966064662,1.29450569472
琉璃,4.02624343818e-05,9.73062690631,2.52929490037
校尉,4.02624343818e-05,9.62158653369,2.33125284878
弥陀,4.02624343818e-05,8.35514346129,0.866059870249
闻此言,4.02624343818e-05,5.30663607253,2.4383643049
般兵器,4.02624343818e-05,5.08925367165,1.10934824335
美猴王,4.02624343818e-05,5.41258595022,2.78046636894
急抽身,4.02624343818e-05,5.89430122471,2.24361851374
值功曹,4.02624343818e-05,8.2861505898,0.636514168295
也罢也罢,4.02624343818e-05,5.26138730206,1.45669664501
往西天拜,4.02624343818e-05,5.21954798125,0.380506218478
叫变即变,4.02624343818e-05,5.52572796664,0.846144796723
心中大怒,4.02624343818e-05,5.99449456734,1.78848205673
南赡部洲,4.02624343818e-05,7.27851007934,2.40056312641
镇元,3.83451756017e-05,6.90102539015,0.856840995039
世界,3.83451756017e-05,5.55877386222,2.38888971473
伺候,3.83451756017e-05,8.48248288367,2.57984396522
绣球,3.83451756017e-05,8.1341761894,2.11163084251
